city,time,product_line,unit_price,quantity,tax_5%,total,payment,customer_type,gender,rating,cogs,gross_income
yangon,2019-03-29 16:54:00,home_and_lifestyle,72.42,3,10.863,228.123,ewallet,member,female,8.2,217.26,10.863
yangon,2019-03-29 19:21:00,health_and_beauty,71.38,10,35.69,749.49,cash,normal,female,5.7,713.8,35.69
yangon,2019-03-30 10:18:00,sports_and_travel,89.48,5,22.37,469.77,cash,normal,female,7.4,447.4,22.37
yangon,2019-03-30 12:45:00,home_and_lifestyle,34.42,6,10.326,216.846,ewallet,member,female,7.5,206.52,10.326
yangon,2019-03-30 13:22:00,sports_and_travel,40.23,7,14.0805,295.6905,cash,normal,female,9.6,281.61,14.0805
yangon,2019-03-30 17:04:00,electronic_accessories,64.44,5,16.11,338.31,cash,member,female,6.6,322.2,16.11
yangon,2019-04-01 13:21:00,health_and_beauty,20.97,5,5.2425,110.0925,cash,member,male,7.8,104.85,5.2425
yangon,2019-04-01 13:34:00,home_and_lifestyle,35.54,10,17.77,373.17,ewallet,member,female,7.0,355.4,17.77
yangon,2019-04-02 10:23:00,electronic_accessories,25.22,7,8.827,185.367,cash,member,female,8.2,176.54,8.827
yangon,2019-04-02 12:14:00,electronic_accessories,71.95,1,3.5975,75.5475,cash,member,male,7.3,71.95,3.5975
yangon,2019-04-02 15:44:00,fashion_accessories,48.63,4,9.726,204.246,ewallet,normal,female,7.6,194.52,9.726
yangon,2019-04-02 16:09:00,electronic_accessories,74.58,7,26.103,548.163,credit card,normal,male,9.0,522.06,26.103
yangon,2019-04-02 16:38:00,sports_and_travel,43.06,5,10.765,226.065,ewallet,normal,female,7.7,215.3,10.765
yangon,2019-04-03 10:05:00,health_and_beauty,68.71,3,10.3065,216.4365,cash,normal,female,8.7,206.13,10.3065
yangon,2019-04-03 10:39:00,food_and_beverages,74.66,4,14.932,313.572,cash,normal,female,8.5,298.64,14.932
yangon,2019-04-03 11:19:00,sports_and_travel,12.34,7,4.319,90.699,credit card,normal,female,6.7,86.38,4.319
yangon,2019-04-03 11:27:00,fashion_accessories,48.96,9,22.032,462.672,cash,member,female,8.0,440.64,22.032
yangon,2019-04-03 12:23:00,health_and_beauty,14.62,5,3.655,76.755,cash,normal,male,4.4,73.1,3.655
yangon,2019-04-03 12:44:00,health_and_beauty,48.63,10,24.315,510.615,cash,member,male,8.8,486.3,24.315
yangon,2019-04-03 15:02:00,health_and_beauty,99.83,6,29.949,628.929,ewallet,member,male,8.5,598.98,29.949
yangon,2019-04-03 15:27:00,home_and_lifestyle,33.3,9,14.985,314.685,ewallet,normal,female,7.2,299.7,14.985
yangon,2019-04-03 19:48:00,home_and_lifestyle,56.53,4,11.306,237.426,ewallet,normal,female,5.5,226.12,11.306
yangon,2019-05-01 11:25:00,home_and_lifestyle,62.65,4,12.53,263.13,cash,member,male,4.2,250.6,12.53
yangon,2019-05-01 11:51:00,electronic_accessories,93.88,7,32.858,690.018,credit card,normal,female,7.3,657.16,32.858
yangon,2019-05-01 13:08:00,health_and_beauty,74.69,7,26.1415,548.9715,ewallet,member,female,9.1,522.83,26.1415
yangon,2019-05-01 16:05:00,home_and_lifestyle,70.74,4,14.148,297.108,credit card,member,male,4.4,282.96,14.148
yangon,2019-05-01 17:29:00,home_and_lifestyle,42.91,5,10.7275,225.2775,ewallet,normal,female,6.1,214.55,10.7275
yangon,2019-05-02 10:16:00,home_and_lifestyle,25.91,6,7.773,163.233,ewallet,member,male,8.7,155.46,7.773
yangon,2019-05-02 11:51:00,sports_and_travel,75.2,3,11.28,236.88,ewallet,member,female,4.8,225.6,11.28
yangon,2019-05-02 14:14:00,fashion_accessories,30.62,1,1.531,32.151,credit card,member,female,4.1,30.62,1.531
yangon,2019-05-02 18:45:00,electronic_accessories,20.89,2,2.089,43.869,cash,member,male,9.8,41.78,2.089
yangon,2019-05-02 19:42:00,food_and_beverages,87.9,1,4.395,92.295,ewallet,member,male,6.7,87.9,4.395
yangon,2019-05-03 16:38:00,electronic_accessories,78.31,3,11.7465,246.6765,ewallet,normal,male,5.4,234.93,11.7465
yangon,2019-05-03 17:43:00,fashion_accessories,81.91,2,8.191,172.011,cash,normal,female,7.8,163.82,8.191
yangon,2019-06-01 11:09:00,sports_and_travel,15.34,1,0.767,16.107,cash,normal,female,6.5,15.34,0.767
yangon,2019-06-01 11:23:00,home_and_lifestyle,58.9,8,23.56,494.76,cash,member,male,8.9,471.2,23.56
yangon,2019-06-01 11:51:00,fashion_accessories,42.57,7,14.8995,312.8895,cash,normal,female,6.8,297.99,14.8995
yangon,2019-06-01 13:35:00,sports_and_travel,64.59,4,12.918,271.278,ewallet,normal,male,9.3,258.36,12.918
yangon,2019-06-01 13:58:00,food_and_beverages,40.94,5,10.235,214.935,ewallet,normal,female,9.9,204.7,10.235
yangon,2019-06-02 13:55:00,home_and_lifestyle,37.44,6,11.232,235.872,credit card,member,female,5.9,224.64,11.232
yangon,2019-06-02 18:33:00,health_and_beauty,35.68,5,8.92,187.32,credit card,normal,female,6.6,178.4,8.92
yangon,2019-06-03 10:36:00,health_and_beauty,79.74,1,3.987,83.727,ewallet,normal,female,7.3,79.74,3.987
yangon,2019-06-03 12:27:00,sports_and_travel,15.81,10,7.905,166.005,credit card,member,male,8.6,158.1,7.905
yangon,2019-06-03 12:46:00,electronic_accessories,21.5,9,9.675,203.175,credit card,member,male,7.8,193.5,9.675
yangon,2019-06-03 20:34:00,sports_and_travel,92.13,6,27.639,580.419,cash,member,female,8.3,552.78,27.639
yangon,2019-07-01 11:44:00,home_and_lifestyle,21.54,9,9.693,203.553,credit card,member,female,8.8,193.86,9.693
yangon,2019-07-01 12:08:00,sports_and_travel,60.95,9,27.4275,575.9775,credit card,normal,male,6.0,548.55,27.4275
yangon,2019-07-01 16:11:00,electronic_accessories,77.72,4,15.544,326.424,credit card,member,male,8.8,310.88,15.544
yangon,2019-07-02 10:09:00,home_and_lifestyle,93.12,8,37.248,782.208,cash,normal,female,6.8,744.96,37.248
yangon,2019-07-02 10:18:00,electronic_accessories,28.96,1,1.448,30.408,credit card,normal,female,6.2,28.96,1.448
yangon,2019-07-02 11:28:00,health_and_beauty,89.6,8,35.84,752.64,ewallet,normal,male,6.6,716.8,35.84
yangon,2019-07-02 14:13:00,sports_and_travel,45.58,1,2.279,47.859,cash,member,female,9.8,45.58,2.279
yangon,2019-07-02 16:48:00,food_and_beverages,43.19,10,21.595,453.495,ewallet,normal,male,8.2,431.9,21.595
yangon,2019-07-03 11:44:00,home_and_lifestyle,97.94,1,4.897,102.837,ewallet,normal,male,6.9,97.94,4.897
yangon,2019-07-03 13:12:00,health_and_beauty,15.55,9,6.9975,146.9475,cash,member,female,5.0,139.95,6.9975
yangon,2019-07-03 18:35:00,home_and_lifestyle,28.31,4,5.662,118.902,cash,member,female,8.2,113.24,5.662
yangon,2019-08-01 13:05:00,sports_and_travel,37.14,5,9.285,194.985,ewallet,normal,male,5.0,185.7,9.285
yangon,2019-08-01 14:30:00,electronic_accessories,79.59,3,11.9385,250.7085,cash,member,female,6.6,238.77,11.9385
yangon,2019-08-01 17:12:00,electronic_accessories,50.23,4,10.046,210.966,cash,normal,female,9.0,200.92,10.046
yangon,2019-08-01 18:06:00,sports_and_travel,12.76,2,1.276,26.796,ewallet,member,male,7.8,25.52,1.276
yangon,2019-08-02 10:37:00,sports_and_travel,86.31,7,30.2085,634.3785,ewallet,normal,male,5.3,604.17,30.2085
yangon,2019-08-02 11:39:00,fashion_accessories,19.7,1,0.985,20.685,ewallet,member,male,9.5,19.7,0.985
yangon,2019-08-02 16:20:00,fashion_accessories,98.98,10,49.49,1039.29,credit card,normal,male,8.7,989.8,49.49
yangon,2019-08-03 10:53:00,home_and_lifestyle,90.65,10,45.325,951.825,ewallet,member,female,7.3,906.5,45.325
yangon,2019-08-03 13:21:00,fashion_accessories,61.77,5,15.4425,324.2925,cash,normal,female,6.7,308.85,15.4425
yangon,2019-08-03 15:37:00,home_and_lifestyle,33.99,6,10.197,214.137,credit card,normal,male,7.7,203.94,10.197
yangon,2019-08-03 20:38:00,electronic_accessories,97.16,1,4.858,102.018,ewallet,normal,male,7.2,97.16,4.858
yangon,2019-09-01 13:34:00,fashion_accessories,38.54,5,9.635,202.335,ewallet,member,male,5.6,192.7,9.635
yangon,2019-09-02 11:00:00,sports_and_travel,22.24,10,11.12,233.52,cash,member,female,4.2,222.4,11.12
yangon,2019-09-02 13:22:00,food_and_beverages,31.84,1,1.592,33.432,cash,member,male,7.7,31.84,1.592
yangon,2019-09-02 19:17:00,food_and_beverages,35.04,9,15.768,331.128,ewallet,member,male,4.6,315.36,15.768
yangon,2019-09-03 12:37:00,sports_and_travel,60.87,2,6.087,127.827,ewallet,normal,male,8.7,121.74,6.087
yangon,2019-09-03 12:45:00,sports_and_travel,52.26,10,26.13,548.73,credit card,member,female,6.2,522.6,26.13
yangon,2019-09-03 13:18:00,fashion_accessories,97.29,8,38.916,817.236,credit card,normal,female,6.2,778.32,38.916
yangon,2019-09-03 13:53:00,health_and_beauty,51.71,4,10.342,217.182,credit card,normal,male,9.8,206.84,10.342
yangon,2019-09-03 18:24:00,health_and_beauty,51.94,10,25.97,545.37,ewallet,member,male,6.5,519.4,25.97
yangon,2019-09-03 19:09:00,food_and_beverages,99.78,5,24.945,523.845,cash,member,male,5.4,498.9,24.945
yangon,2019-10-01 14:16:00,home_and_lifestyle,78.38,6,23.514,493.794,ewallet,member,male,5.8,470.28,23.514
yangon,2019-10-01 16:42:00,sports_and_travel,21.98,7,7.693,161.553,ewallet,member,female,5.1,153.86,7.693
yangon,2019-10-01 17:15:00,health_and_beauty,36.26,2,3.626,76.146,credit card,member,female,7.2,72.52,3.626
yangon,2019-10-02 12:28:00,fashion_accessories,30.14,10,15.07,316.47,ewallet,member,female,9.2,301.4,15.07
yangon,2019-10-02 12:50:00,home_and_lifestyle,74.07,1,3.7035,77.7735,ewallet,normal,male,9.9,74.07,3.7035
yangon,2019-10-02 12:56:00,fashion_accessories,53.65,7,18.7775,394.3275,ewallet,member,female,5.2,375.55,18.7775
yangon,2019-10-02 15:10:00,food_and_beverages,44.59,5,11.1475,234.0975,cash,member,female,8.5,222.95,11.1475
yangon,2019-10-03 12:17:00,fashion_accessories,87.67,2,8.767,184.107,credit card,normal,female,7.7,175.34,8.767
yangon,2019-10-03 18:44:00,home_and_lifestyle,93.69,7,32.7915,688.6215,credit card,normal,female,4.5,655.83,32.7915
yangon,2019-10-03 18:55:00,sports_and_travel,25.84,3,3.876,81.396,ewallet,normal,male,6.6,77.52,3.876
yangon,2019-10-03 19:15:00,sports_and_travel,62.62,5,15.655,328.755,ewallet,member,male,7.0,313.1,15.655
yangon,2019-10-03 19:35:00,food_and_beverages,10.13,7,3.5455,74.4555,ewallet,member,male,8.3,70.91,3.5455
yangon,2019-10-03 20:46:00,electronic_accessories,58.03,2,5.803,121.863,ewallet,normal,male,8.8,116.06,5.803
yangon,2019-11-01 10:37:00,sports_and_travel,82.33,4,16.466,345.786,credit card,member,male,7.5,329.32,16.466
yangon,2019-11-01 11:20:00,fashion_accessories,89.69,1,4.4845,94.1745,ewallet,normal,male,4.9,89.69,4.4845
yangon,2019-11-01 11:52:00,home_and_lifestyle,96.52,6,28.956,608.076,cash,normal,female,4.5,579.12,28.956
yangon,2019-11-01 13:57:00,food_and_beverages,48.5,6,14.55,305.55,ewallet,member,male,9.4,291.0,14.55
yangon,2019-11-01 16:49:00,food_and_beverages,24.94,9,11.223,235.683,credit card,normal,male,5.6,224.46,11.223
yangon,2019-11-01 19:07:00,food_and_beverages,13.79,5,3.4475,72.3975,credit card,normal,male,7.8,68.95,3.4475
yangon,2019-11-02 15:29:00,home_and_lifestyle,80.08,3,12.012,252.252,cash,normal,male,5.4,240.24,12.012
yangon,2019-11-02 16:06:00,sports_and_travel,94.76,4,18.952,397.992,ewallet,normal,female,7.8,379.04,18.952
yangon,2019-11-03 11:03:00,health_and_beauty,68.93,7,24.1255,506.6355,credit card,member,female,4.6,482.51,24.1255
yangon,2019-11-03 12:01:00,health_and_beauty,59.77,2,5.977,125.517,credit card,normal,male,5.8,119.54,5.977
yangon,2019-11-03 12:04:00,fashion_accessories,94.67,4,18.934,397.614,cash,normal,female,6.8,378.68,18.934
yangon,2019-11-03 12:55:00,home_and_lifestyle,63.42,8,25.368,532.728,ewallet,normal,female,7.4,507.36,25.368
yangon,2019-11-03 13:28:00,home_and_lifestyle,28.32,5,7.08,148.68,ewallet,normal,female,6.2,141.6,7.08
yangon,2019-12-01 14:50:00,electronic_accessories,88.67,10,44.335,931.035,ewallet,member,male,7.3,886.7,44.335
yangon,2019-12-01 15:48:00,fashion_accessories,20.01,9,9.0045,189.0945,credit card,member,female,5.7,180.09,9.0045
yangon,2019-12-01 16:23:00,fashion_accessories,29.42,10,14.71,308.91,ewallet,normal,female,8.9,294.2,14.71
yangon,2019-12-02 10:25:00,electronic_accessories,46.95,5,11.7375,246.4875,ewallet,normal,female,7.1,234.75,11.7375
yangon,2019-12-02 14:33:00,sports_and_travel,71.63,2,7.163,150.423,ewallet,member,female,8.8,143.26,7.163
yangon,2019-12-02 19:01:00,health_and_beauty,25.43,6,7.629,160.209,ewallet,normal,male,7.0,152.58,7.629
yangon,2019-12-03 12:43:00,sports_and_travel,98.4,7,34.44,723.24,credit card,member,female,8.7,688.8,34.44
yangon,2019-12-03 14:21:00,health_and_beauty,47.67,4,9.534,200.214,cash,member,female,9.1,190.68,9.534
mandalay,2019-01-01 11:36:00,food_and_beverages,84.63,10,42.315,888.615,credit card,member,female,9.0,846.3,42.315
mandalay,2019-01-01 19:07:00,electronic_accessories,74.71,6,22.413,470.673,cash,normal,female,6.7,448.26,22.413
mandalay,2019-01-01 19:31:00,food_and_beverages,21.12,8,8.448,177.408,cash,normal,male,6.3,168.96,8.448
mandalay,2019-01-03 11:30:00,health_and_beauty,14.82,3,2.223,46.683,credit card,normal,male,8.7,44.46,2.223
mandalay,2019-01-03 12:15:00,health_and_beauty,69.51,2,6.951,145.971,ewallet,normal,male,8.1,139.02,6.951
mandalay,2019-01-03 15:40:00,electronic_accessories,27.5,3,4.125,86.625,ewallet,normal,male,6.5,82.5,4.125
mandalay,2019-01-03 19:49:00,fashion_accessories,81.31,7,28.4585,597.6285,ewallet,member,male,6.3,569.17,28.4585
mandalay,2019-01-03 20:03:00,food_and_beverages,53.72,1,2.686,56.406,ewallet,member,male,6.4,53.72,2.686
mandalay,2019-01-13 14:55:00,fashion_accessories,59.86,2,5.986,125.706,ewallet,member,male,6.7,119.72,5.986
mandalay,2019-01-13 19:51:00,sports_and_travel,72.6,6,21.78,457.38,cash,member,male,6.9,435.6,21.78
mandalay,2019-01-13 19:55:00,food_and_beverages,72.39,2,7.239,152.019,credit card,normal,male,8.1,144.78,7.239
mandalay,2019-01-14 10:11:00,sports_and_travel,34.81,1,1.7405,36.5505,credit card,normal,female,7.0,34.81,1.7405
mandalay,2019-01-14 10:38:00,health_and_beauty,17.75,1,0.8875,18.6375,cash,normal,female,8.6,17.75,0.8875
mandalay,2019-01-14 12:09:00,food_and_beverages,99.69,5,24.9225,523.3725,cash,normal,female,9.9,498.45,24.9225
mandalay,2019-01-14 18:03:00,fashion_accessories,18.08,4,3.616,75.936,credit card,member,female,9.5,72.32,3.616
mandalay,2019-01-14 19:06:00,food_and_beverages,73.06,7,25.571,536.991,credit card,normal,male,4.2,511.42,25.571
mandalay,2019-01-15 13:41:00,fashion_accessories,73.52,2,7.352,154.392,ewallet,normal,female,4.6,147.04,7.352
mandalay,2019-01-15 13:48:00,home_and_lifestyle,97.37,10,48.685,1022.385,credit card,normal,female,4.9,973.7,48.685
mandalay,2019-01-15 15:01:00,health_and_beauty,66.47,10,33.235,697.935,credit card,member,male,5.0,664.7,33.235
mandalay,2019-01-15 16:19:00,sports_and_travel,93.72,6,28.116,590.436,cash,member,female,4.5,562.32,28.116
mandalay,2019-01-15 18:22:00,electronic_accessories,75.66,5,18.915,397.215,ewallet,normal,male,7.8,378.3,18.915
mandalay,2019-01-16 15:26:00,fashion_accessories,51.36,1,2.568,53.928,ewallet,member,male,5.2,51.36,2.568
mandalay,2019-01-16 18:03:00,sports_and_travel,90.74,7,31.759,666.939,credit card,member,female,6.2,635.18,31.759
mandalay,2019-01-16 20:03:00,fashion_accessories,39.21,4,7.842,164.682,credit card,normal,male,9.0,156.84,7.842
mandalay,2019-01-17 10:01:00,sports_and_travel,40.62,2,4.062,85.302,credit card,normal,female,4.1,81.24,4.062
mandalay,2019-01-17 10:37:00,food_and_beverages,57.89,2,5.789,121.569,ewallet,member,male,8.9,115.78,5.789
mandalay,2019-01-17 15:27:00,home_and_lifestyle,94.59,7,33.1065,695.2365,credit card,member,female,4.9,662.13,33.1065
mandalay,2019-01-17 18:45:00,home_and_lifestyle,86.72,1,4.336,91.056,ewallet,member,female,7.9,86.72,4.336
mandalay,2019-01-18 12:04:00,food_and_beverages,19.79,8,7.916,166.236,ewallet,normal,male,8.7,158.32,7.916
mandalay,2019-01-18 15:04:00,fashion_accessories,17.48,6,5.244,110.124,credit card,member,female,6.1,104.88,5.244
mandalay,2019-01-19 10:17:00,electronic_accessories,12.1,8,4.84,101.64,ewallet,member,female,8.6,96.8,4.84
mandalay,2019-01-19 15:58:00,sports_and_travel,63.06,3,9.459,198.639,ewallet,normal,male,7.0,189.18,9.459
mandalay,2019-01-19 17:34:00,electronic_accessories,52.89,6,15.867,333.207,credit card,member,male,9.8,317.34,15.867
mandalay,2019-01-20 13:45:00,home_and_lifestyle,37.48,3,5.622,118.062,credit card,normal,male,7.7,112.44,5.622
mandalay,2019-01-20 20:38:00,home_and_lifestyle,53.44,2,5.344,112.224,ewallet,normal,male,4.1,106.88,5.344
mandalay,2019-01-21 17:36:00,sports_and_travel,98.13,1,4.9065,103.0365,cash,member,female,8.9,98.13,4.9065
mandalay,2019-01-22 11:52:00,health_and_beauty,55.81,6,16.743,351.603,cash,normal,female,9.9,334.86,16.743
mandalay,2019-01-22 18:08:00,food_and_beverages,28.86,5,7.215,151.515,credit card,normal,female,8.0,144.3,7.215
mandalay,2019-01-24 10:38:00,electronic_accessories,75.88,7,26.558,557.718,ewallet,normal,male,8.9,531.16,26.558
mandalay,2019-01-24 11:45:00,fashion_accessories,93.22,3,13.983,293.643,cash,member,male,7.2,279.66,13.983
mandalay,2019-01-24 15:05:00,home_and_lifestyle,73.28,5,18.32,384.72,ewallet,normal,male,8.4,366.4,18.32
mandalay,2019-01-24 17:37:00,electronic_accessories,40.3,10,20.15,423.15,credit card,member,male,7.0,403.0,20.15
mandalay,2019-01-24 18:10:00,sports_and_travel,76.6,10,38.3,804.3,ewallet,normal,female,6.0,766.0,38.3
mandalay,2019-01-24 19:20:00,sports_and_travel,23.08,6,6.924,145.404,ewallet,member,female,4.9,138.48,6.924
mandalay,2019-01-25 10:11:00,health_and_beauty,51.13,4,10.226,214.746,credit card,member,male,4.0,204.52,10.226
mandalay,2019-01-25 13:18:00,fashion_accessories,39.62,7,13.867,291.207,cash,normal,female,7.5,277.34,13.867
mandalay,2019-01-25 13:30:00,food_and_beverages,48.51,7,16.9785,356.5485,credit card,normal,female,5.2,339.57,16.9785
mandalay,2019-01-25 14:29:00,sports_and_travel,21.87,2,2.187,45.927,ewallet,normal,male,6.9,43.74,2.187
mandalay,2019-01-25 16:28:00,health_and_beauty,96.11,1,4.8055,100.9155,ewallet,normal,male,7.8,96.11,4.8055
mandalay,2019-01-25 19:39:00,fashion_accessories,60.96,2,6.096,128.016,credit card,normal,female,4.9,121.92,6.096
mandalay,2019-01-25 19:48:00,food_and_beverages,88.36,5,22.09,463.89,cash,normal,female,9.6,441.8,22.09
mandalay,2019-01-26 12:45:00,food_and_beverages,80.05,5,20.0125,420.2625,credit card,member,male,9.4,400.25,20.0125
mandalay,2019-01-26 14:41:00,food_and_beverages,33.33,2,3.333,69.993,credit card,normal,male,6.4,66.66,3.333
mandalay,2019-01-26 14:51:00,fashion_accessories,37.95,10,18.975,398.475,cash,normal,female,9.7,379.5,18.975
mandalay,2019-01-26 15:17:00,electronic_accessories,87.08,7,30.478,640.038,cash,normal,male,5.5,609.56,30.478
mandalay,2019-01-26 16:04:00,food_and_beverages,78.88,2,7.888,165.648,cash,member,female,9.1,157.76,7.888
mandalay,2019-01-26 17:45:00,sports_and_travel,51.54,5,12.885,270.585,cash,normal,female,4.2,257.7,12.885
mandalay,2019-01-26 19:14:00,health_and_beauty,69.37,9,31.2165,655.5465,ewallet,member,male,4.0,624.33,31.2165
mandalay,2019-01-26 19:28:00,fashion_accessories,81.37,2,8.137,170.877,cash,normal,female,6.5,162.74,8.137
mandalay,2019-01-26 19:56:00,food_and_beverages,96.68,3,14.502,304.542,ewallet,normal,female,6.4,290.04,14.502
mandalay,2019-01-26 20:23:00,home_and_lifestyle,25.55,4,5.11,107.31,ewallet,normal,male,5.7,102.2,5.11
mandalay,2019-01-27 10:44:00,home_and_lifestyle,49.01,10,24.505,514.605,credit card,normal,female,4.2,490.1,24.505
mandalay,2019-01-27 20:03:00,health_and_beauty,96.16,4,19.232,403.872,credit card,member,male,8.4,384.64,19.232
mandalay,2019-01-28 11:51:00,electronic_accessories,21.43,10,10.715,225.015,cash,member,female,6.2,214.3,10.715
mandalay,2019-01-28 12:43:00,sports_and_travel,78.07,9,35.1315,737.7615,cash,member,male,4.5,702.63,35.1315
mandalay,2019-01-28 13:53:00,health_and_beauty,72.11,9,32.4495,681.4395,credit card,member,female,7.7,648.99,32.4495
mandalay,2019-01-28 15:46:00,health_and_beauty,75.37,8,30.148,633.108,credit card,member,male,8.4,602.96,30.148
mandalay,2019-01-28 17:47:00,health_and_beauty,99.16,8,39.664,832.944,credit card,normal,male,4.2,793.28,39.664
mandalay,2019-01-28 17:58:00,health_and_beauty,19.15,1,0.9575,20.1075,credit card,member,female,9.5,19.15,0.9575
mandalay,2019-01-29 10:48:00,food_and_beverages,84.05,6,25.215,529.515,credit card,normal,female,7.7,504.3,25.215
mandalay,2019-01-29 11:48:00,sports_and_travel,26.67,10,13.335,280.035,cash,member,male,8.6,266.7,13.335
mandalay,2019-01-29 14:12:00,fashion_accessories,32.62,4,6.524,137.004,cash,member,male,9.0,130.48,6.524
mandalay,2019-01-30 13:32:00,electronic_accessories,23.65,4,4.73,99.33,credit card,normal,female,4.0,94.6,4.73
mandalay,2019-01-30 13:58:00,electronic_accessories,42.42,8,16.968,356.328,ewallet,normal,female,5.7,339.36,16.968
mandalay,2019-01-31 13:19:00,sports_and_travel,75.82,1,3.791,79.611,cash,member,male,5.8,75.82,3.791
mandalay,2019-01-31 13:44:00,electronic_accessories,45.35,6,13.605,285.705,ewallet,normal,male,6.1,272.1,13.605
mandalay,2019-01-31 14:04:00,sports_and_travel,79.93,6,23.979,503.559,cash,member,male,5.5,479.58,23.979
mandalay,2019-01-31 15:12:00,electronic_accessories,72.13,10,36.065,757.365,credit card,normal,male,4.2,721.3,36.065
mandalay,2019-01-31 19:48:00,fashion_accessories,69.08,2,6.908,145.068,credit card,normal,male,6.9,138.16,6.908
mandalay,2019-01-31 20:32:00,electronic_accessories,87.87,9,39.5415,830.3715,ewallet,member,male,5.6,790.83,39.5415
mandalay,2019-01-31 20:48:00,electronic_accessories,43.0,4,8.6,180.6,ewallet,normal,female,7.6,172.0,8.6
mandalay,2019-02-01 13:00:00,health_and_beauty,34.21,10,17.105,359.205,cash,normal,female,5.1,342.1,17.105
mandalay,2019-02-01 13:40:00,fashion_accessories,40.61,9,18.2745,383.7645,cash,member,male,7.0,365.49,18.2745
mandalay,2019-02-01 18:50:00,electronic_accessories,22.01,6,6.603,138.663,cash,normal,male,7.6,132.06,6.603
mandalay,2019-02-01 20:08:00,sports_and_travel,44.63,6,13.389,281.169,credit card,normal,male,5.1,267.78,13.389
mandalay,2019-02-02 15:34:00,food_and_beverages,46.55,9,20.9475,439.8975,ewallet,member,male,6.4,418.95,20.9475
mandalay,2019-02-02 18:42:00,home_and_lifestyle,93.87,8,37.548,788.508,credit card,normal,male,8.3,750.96,37.548
mandalay,2019-02-02 19:40:00,electronic_accessories,26.26,7,9.191,193.011,cash,member,female,9.9,183.82,9.191
mandalay,2019-02-02 20:42:00,fashion_accessories,25.56,7,8.946,187.866,cash,normal,female,7.1,178.92,8.946
mandalay,2019-02-03 12:36:00,electronic_accessories,26.26,3,3.939,82.719,ewallet,member,female,6.3,78.78,3.939
mandalay,2019-02-03 12:40:00,home_and_lifestyle,88.39,9,39.7755,835.2855,cash,member,female,6.3,795.51,39.7755
mandalay,2019-02-03 13:10:00,health_and_beauty,73.41,3,11.0115,231.2415,ewallet,normal,female,4.0,220.23,11.0115
mandalay,2019-02-03 14:16:00,home_and_lifestyle,27.0,9,12.15,255.15,cash,member,male,4.8,243.0,12.15
mandalay,2019-02-03 17:16:00,home_and_lifestyle,97.38,10,48.69,1022.49,ewallet,normal,female,4.4,973.8,48.69
mandalay,2019-02-03 18:18:00,electronic_accessories,38.27,2,3.827,80.367,credit card,normal,female,5.8,76.54,3.827
mandalay,2019-02-03 19:26:00,electronic_accessories,13.22,5,3.305,69.405,cash,member,female,4.3,66.1,3.305
mandalay,2019-02-03 19:26:00,sports_and_travel,25.31,2,2.531,53.151,ewallet,normal,male,7.2,50.62,2.531
mandalay,2019-02-03 19:42:00,electronic_accessories,99.73,9,44.8785,942.4485,credit card,normal,female,6.5,897.57,44.8785
mandalay,2019-02-13 12:14:00,sports_and_travel,20.18,4,4.036,84.756,credit card,member,female,5.0,80.72,4.036
mandalay,2019-02-13 13:59:00,sports_and_travel,13.69,6,4.107,86.247,cash,normal,male,6.3,82.14,4.107
mandalay,2019-02-13 16:59:00,fashion_accessories,29.56,5,7.39,155.19,cash,member,female,6.9,147.8,7.39
mandalay,2019-02-14 11:36:00,sports_and_travel,60.08,7,21.028,441.588,credit card,member,female,4.5,420.56,21.028
mandalay,2019-02-14 14:35:00,health_and_beauty,75.74,4,15.148,318.108,cash,member,male,7.6,302.96,15.148
mandalay,2019-02-15 12:42:00,home_and_lifestyle,17.77,5,4.4425,93.2925,credit card,member,male,5.4,88.85,4.4425
mandalay,2019-02-15 12:44:00,fashion_accessories,72.84,7,25.494,535.374,cash,normal,female,8.4,509.88,25.494
mandalay,2019-02-15 13:51:00,health_and_beauty,57.59,6,17.277,362.817,cash,normal,male,5.1,345.54,17.277
mandalay,2019-02-15 14:15:00,food_and_beverages,77.4,9,34.83,731.43,credit card,member,female,4.5,696.6,34.83
mandalay,2019-02-15 17:38:00,sports_and_travel,88.31,1,4.4155,92.7255,credit card,member,male,5.2,88.31,4.4155
mandalay,2019-02-15 20:21:00,health_and_beauty,76.9,7,26.915,565.215,cash,member,female,7.7,538.3,26.915
mandalay,2019-02-15 20:51:00,electronic_accessories,88.25,9,39.7125,833.9625,credit card,normal,female,7.6,794.25,39.7125
mandalay,2019-02-16 10:52:00,fashion_accessories,36.51,9,16.4295,345.0195,cash,normal,female,4.2,328.59,16.4295
mandalay,2019-02-16 12:21:00,sports_and_travel,51.91,10,25.955,545.055,cash,normal,male,8.2,519.1,25.955
mandalay,2019-02-16 15:42:00,fashion_accessories,91.35,1,4.5675,95.9175,cash,member,male,6.8,91.35,4.5675
mandalay,2019-02-16 18:04:00,fashion_accessories,60.18,4,12.036,252.756,credit card,member,male,9.4,240.72,12.036
mandalay,2019-02-17 14:40:00,electronic_accessories,87.45,6,26.235,550.935,credit card,member,male,8.8,524.7,26.235
mandalay,2019-02-17 15:28:00,electronic_accessories,35.74,8,14.296,300.216,ewallet,member,female,4.9,285.92,14.296
mandalay,2019-02-18 14:42:00,health_and_beauty,14.76,2,1.476,30.996,ewallet,normal,female,4.3,29.52,1.476
